filename,num_lines,answer
task1212_atomic_classification_hasproperty.json,6494,['No']
task1213_atomic_classification_desires.json,5199,['Yes']
task1214_atomic_classification_xwant.json,6493,['Yes']
task1215_atomic_classification_capableof.json,6492,['Yes']
task1216_atomic_classification_causes.json,699,['No']
task1283_hrngo_quality_classification.json,3975,['1']
task1284_hrngo_informativeness_classification.json,1777,['0']
task1289_trec_classification.json,5376,['Person']
task1308_amazonreview_category_classification.json,6500,['False']
task1309_amazonreview_summary_classification.json,6500,['False']
task1310_amazonreview_rating_classification.json,6500,['1']
task1311_amazonreview_rating_classification.json,4550,['False']
task1312_amazonreview_polarity_classification.json,6500,['negative']
task1313_amazonreview_polarity_classification.json,3022,['True']
task1336_peixian_equity_evaluation_corpus_gender_classifier.json,6500,['male']
task1338_peixian_equity_evaluation_corpus_sentiment_classifier.json,6000,['anger']
task1341_msr_text_classification.json,173,['Good']
task1344_glue_entailment_classification.json,2480,['0']
task1346_glue_cola_grammatical_correctness_classification.json,5035,['0']
task1347_glue_sts-b_similarity_classification.json,3000,['2']
task1354_sent_comp_classification.json,999,['no']
task1361_movierationales_classification.json,1995,['N']
task1366_healthfact_classification.json,245,['0']
task1370_newscomm_classification.json,2418,['English']
task137_detoxifying-lms_classification_toxicity.json,390,['Completion A']
task1384_deal_or_no_dialog_classification.json,4209,['Yes']
task138_detoxifying-lms_classification_fluency.json,390,['Completion A']
task1394_meta_woz_task_classification.json,224,['UPDATE_CALENDAR']
task139_detoxifying-lms_classification_topicality.json,390,['Completion B']
task1408_dart_similarity_classification.json,5680,['SIMILAR']
task140_detoxifying-lms_classification_style.json,390,['Completion B']
task1414_ajgt_twitter_ar_classification.json,1794,['POSITIVE']
task1416_youtube_caption_corrections_incorrect_grammar_classification.json,6485,"[""['NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'UNKNOWN_TYPE_DIFF', 'PUNCUATION_DIFF', 'CASE_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'PUNCUATION_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'CASE_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'UNKNOWN_TYPE_DIFF', 'UNKNOWN_TYPE_DIFF', 'UNKNOWN_TYPE_DIFF', 'UNKNOWN_TYPE_DIFF', 'NO_DIFF', 'PUNCUATION_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'CASE_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'INTRAWORD_PUNC_DIFF', 'NO_DIFF', 'PUNCUATION_DIFF', 'CASE_AND_PUNCUATION_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'UNKNOWN_TYPE_DIFF', 'CASE_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF', 'NO_DIFF']""]"
task1418_bless_semantic_relation_classification.json,2345,['event']
task141_odd-man-out_classification_category.json,6500,['winch']
task1429_evalution_semantic_relation_classification.json,793,['Antonym']
task142_odd-man-out_classification_no_category.json,6500,['dumpling']
task1434_head_qa_classification.json,2528,['biology']
task143_odd-man-out_classification_generate_category.json,6500,['type of sandwich']
task1488_sarcasmdetection_headline_classification.json,504,['sarcastic']
task1489_sarcasmdetection_tweet_classification.json,118,['non-sarcastic']
task1490_bengali_personal_hate_speech_binary_classification.json,5696,['non-personal']
task1491_bengali_political_hate_speech_binary_classification.json,3257,['non-political']
task1492_bengali_religious_hate_speech_binary_classification.json,3057,['religious']
task1493_bengali_geopolitical_hate_speech_binary_classification.json,3674,['geopolitical']
task1494_bengali_hate_speech_classification.json,2268,['Personal']
task1495_adverse_drug_event_classification.json,1998,['adverse drug event']
task1496_bengali_reviews_sentiment_classification.json,1421,['negative']
task1497_bengali_book_reviews_sentiment_classification.json,1438,['negative']
task1500_dstc3_classification.json,951,"[""Don't Care""]"
task1502_hatexplain_classification.json,5527,['Normal']
task1503_hatexplain_classification.json,898,['Islam']
task1505_root09_semantic_relation_classification.json,3174,['RANDOM']
task1517_limit_classfication.json,1996,['No']
task1529_scitail1.1_classification.json,5060,['neutral']
task1531_daily_dialog_type_classification.json,497,['directive']
task1532_daily_dialog_emotion_classification.json,6162,"['No emotion,No emotion,No emotion,No emotion,No emotion']"
task1533_daily_dialog_formal_classification.json,6162,['informal']
task1534_daily_dialog_question_classification.json,6161,['0']
task1535_daily_dialog_uniqueness_classification.json,1100,['1']
task1536_daily_dialog_happiness_classification.json,6162,['0']
task1537_tamil_offenseval_dravidian_classification.json,350,['Offensive']
task1538_malayalam_offenseval_dravidian_classification.json,350,['Offensive']
task1539_kannada_offenseval_dravidian_classification.json,800,['Offensive']
task1541_agnews_classification.json,3999,['1']
task1548_wiqa_binary_classification.json,592,['  No  ']
task1554_scitail_classification.json,6495,['neutral']
task1559_blimp_binary_classification.json,1000,['bad']
task1560_blimp_binary_classification.json,1000,['bad']
task1565_triviaqa_classification.json,108,['B']
task1568_propara_classification.json,162,[' not exist ']
task156_codah_classification_adversarial.json,2771,['Completion C']
task1573_samsum_classification.json,308,['False']
task1575_amazon_reviews_multi_sentiment_classification.json,102,['bad']
task1576_amazon_reviews_multi_english_language_classification.json,102,['english']
task1577_amazon_reviews_multi_japanese_language_classification.json,102,['Non-Japanese']
task1583_bless_meronym_classification.json,1481,['0']
task1584_evalution_meronym_classification.json,1079,['0']
task1587_scifact_classification.json,5000,['yes']
task1588_tecla_classification.json,950,['Parliament']
task1589_scifact_classification.json,1576,['False']
task1591_allocine_classification.json,1996,['0']
task1592_yahoo_answers_topics_classfication.json,994,['4']
task1593_yahoo_answers_topics_classification.json,993,['5']
task1599_smcalflow_classification.json,3810,['user']
task1604_ethos_text_classification.json,998,['hate']
task1605_ethos_text_classification.json,292,['violence']
task1606_ethos_text_classification.json,186,['gender criticism']
task1607_ethos_text_classification.json,171,['religious hate']
task1612_sick_label_classification.json,1800,['2']
task1615_sick_tclassify_b_relation_a.json,1797,['B_neutral_A']
task1618_cc_alligned_classify_tel_eng.json,4928,['English']
task1623_disfl_qa_disfluent_question_classification.json,1480,['proper']
task1624_disfl_qa_question_yesno_classification.json,1500,['No']
task1627_copa_hr_classification.json,995,['cause']
task1629_copa_hr_classification.json,995,['cause']
task1630_openpi_classification.json,797,['Sports and Fitness']
task1640_aqa1.0_answerable_unanswerable_question_classification.json,2648,['True']
task1645_medical_question_pair_dataset_text_classification.json,2948,['Similar']
task1646_dataset_card_for_catalonia_independence_corpus_text_classification.json,4900,['Neutral']
task1661_super_glue_classification.json,4000,['1']
task1662_cedr_ru_classification.json,4261,['anger']
task1663_cedr_ru_incorrect_classification.json,4261,['joy']
task1705_ljspeech_classification.json,100,['True']
task1706_ljspeech_classification.json,100,['True']
task1712_poki_classification.json,6448,['elementary']
task1720_civil_comments_toxicity_classification.json,999,['No']
task1721_civil_comments_obscenity_classification.json,999,['No']
task1722_civil_comments_threat_classification.json,998,['Yes']
task1723_civil_comments_sexuallyexplicit_classification.json,995,['No']
task1724_civil_comments_insult_classification.json,1000,['No']
task1725_civil_comments_severtoxicity_classification.json,995,['Yes']
task190_snli_classification.json,6500,['C']
task195_sentiment140_classification.json,6500,['positive']
task198_mnli_domain_classification.json,6500,['5']
task199_mnli_classification.json,6499,['yes']
task200_mnli_entailment_classification.json,4464,['1']
task201_mnli_neutral_classification.json,6500,['1']
task202_mnli_contradiction_classification.json,6498,['3']
task204_mnli_same_genre_classification.json,6500,['N']
task209_stancedetection_classification.json,1526,['in favor']
task211_logic2text_classification.json,6000,['yes']
task212_logic2text_classification.json,6498,['count']
task213_rocstories_correct_ending_classification.json,6500,['b']
task214_rocstories_incorrect_ending_classification.json,6500,['a']
task220_rocstories_title_classification.json,6499,['a']
task221_rocstories_two_choice_classification.json,6500,['ac']
task222_rocstories_two_chioce_slotting_classification.json,6500,"['4a, 5c']"
task226_english_language_answer_relevance_classification.json,478,['no']
task227_clariq_classification.json,6500,['No']
task230_iirc_passage_classification.json,6500,['2']
task231_iirc_link_classification.json,6500,['b']
task232_iirc_link_number_classification.json,6500,['b']
task233_iirc_link_exists_classification.json,6499,['b']
task241_tweetqa_classification.json,5995,['yes']
task242_tweetqa_classification.json,5994,['yes']
task248_dream_classification.json,826,['logic']
task264_paper_reviews_accept_or_reject_classification.json,157,['accept']
task266_paper_reviews_reviewer_perspective_classification.json,397,['positive']
task273_europarl_classification.json,6499,['no']
task274_overruling_legal_classification.json,2395,['non-overruling']
task276_enhanced_wsc_classification.json,1458,['Voice']
task279_stereoset_classification_stereotype.json,6490,['Unrelated']
task280_stereoset_classification_stereotype_type.json,3708,['Profession']
task284_imdb_classification.json,6499,['negative']
task296_storycloze_correct_end_classification.json,1883,['A']
task297_storycloze_incorrect_end_classification.json,1883,['B']
task298_storycloze_correct_end_classification.json,3769,['No']
task302_record_classification.json,6497,['(C)']
task310_race_classification.json,6500,['Yes']
task314_europarl_sv-en_classification.json,6500,['Yes']
task316_crows-pairs_classification_stereotype.json,3009,['Anti-stereotype']
task317_crows-pairs_classification_stereotype_type.json,1500,['race-color']
task318_stereoset_classification_gender.json,723,['unrelated']
task319_stereoset_classification_profession.json,2476,['stereotype']
task320_stereoset_classification_race.json,2925,['anti-stereotype']
task321_stereoset_classification_religion.json,228,['unrelated']
task322_jigsaw_classification_threat.json,6385,['Non-threat']
task323_jigsaw_classification_sexually_explicit.json,6369,['Sexual-explicit']
task324_jigsaw_classification_disagree.json,388,['Disagree']
task325_jigsaw_classification_identity_attack.json,6356,['Identity-attack']
task326_jigsaw_classification_obscene.json,6384,['Non-obscene']
task327_jigsaw_classification_toxic.json,5565,['Non-toxic']
task328_jigsaw_classification_insult.json,6213,['Non-insult']
task329_gap_classification.json,4449,['Neither']
task333_hateeval_classification_hate_en.json,5994,['Hateful']
task334_hateeval_classification_hate_es.json,3996,['Non-hateful']
task335_hateeval_classification_aggresive_en.json,2997,['Aggresive']
task336_hateeval_classification_aggresive_es.json,598,['Aggresive']
task337_hateeval_classification_individual_en.json,2997,['Individual']
task338_hateeval_classification_individual_es.json,1596,['Generic']
task340_winomt_classification_gender_pro.json,1576,['Female']
task341_winomt_classification_gender_anti.json,1577,['Female']
task342_winomt_classification_profession_pro.json,1577,['Supervisor']
task343_winomt_classification_profession_anti.json,1577,['Mechanic']
task346_hybridqa_classification.json,6497,['False']
task349_squad2.0_answerable_unanswerable_question_classification.json,6498,['True']
task350_winomt_classification_gender_identifiability_pro.json,3158,['Unidentifiable']
task351_winomt_classification_gender_identifiability_anti.json,3154,['Unidentifiable']
task352_coda-19_classification.json,275,"['1 - background, 2 - background, 3 - background, 4 - background, 5 - purpose, 6 - method, 7 - method, 8 - method, 9 - finding, 10 - finding, 11 - finding, 12 - finding, 13 - finding, 14 - finding, 15 - finding, 16 - finding, 17 - finding']"
task353_casino_classification_negotiation_elicit_pref.json,750,['No']
task354_casino_classification_negotiation_no_need.json,384,['No']
task355_casino_classification_negotiation_other_need.json,814,['No']
task356_casino_classification_negotiation_self_need.json,1924,['Yes']
task357_casino_classification_negotiation_small_talk.json,2076,['No']
task358_casino_classification_negotiation_uv_part.json,258,['Yes']
task359_casino_classification_negotiation_vouch_fair.json,874,['No']
task361_spolin_yesand_prompt_response_classification.json,6430,['yes']
task362_spolin_yesand_prompt_response_sub_classification.json,6395,['Response 1']
task363_sst2_polarity_classification.json,6495,['POS']
task364_regard_social_impact_classification.json,277,['No impact']
task375_classify_type_of_sentence_in_debate.json,400,['Value']
task379_agnews_topic_classification.json,6497,['Business']
task383_matres_classification.json,1917,['Yes']
task384_socialiqa_question_classification.json,4875,['True']
task387_semeval_2018_task3_irony_classification.json,1029,['polarity']
task388_torque_token_classification.json,2267,"['said', 'retained', 'assist', 'developing', 'implementing', 'plan', 'identify']"
task396_persianqa_classification.json,6494,['True']
task400_paws_paraphrase_classification.json,6486,['Not paraphrase']
task420_persent_document_sentiment_classification.json,3354,['Negative']
task421_persent_sentence_sentiment_classification.json,6491,['Neutral']
task426_hindienglish_corpora_hi-en_classification.json,6499,['No']
task440_eng_guj_parallel_corpus_gu-en_classification.json,6500,['Yes']
task447_opus_paracrawl_classification.json,5982,['French']
task456_matres_intention_classification.json,2656,['No']
task457_matres_conditional_classification.json,629,['No']
task458_matres_negation_classification.json,773,['No']
task459_matres_static_classification.json,98,['No']
task462_qasper_classification.json,1337,['Abstractive']
task463_parsinlu_entailment_classification.json,2660,['Entailment']
task465_parsinlu_qqp_classification.json,4636,['not-paraphrase']
task472_haspart_classification.json,5903,['yes']
task473_parsinlu_mc_classification.json,2455,['B']
task474_parsinlu_mc_classification.json,2440,['math_and_logic']
task475_yelp_polarity_classification.json,6500,['NEGATIVE']
task476_cls_english_books_classification.json,1985,['NEG']
task477_cls_english_dvd_classification.json,1964,['POS']
task478_cls_english_music_classification.json,1970,['POS']
task479_cls_german_books_classification.json,1996,['POS']
task480_cls_german_dvd_classification.json,1995,['NEG']
task481_cls_german_music_classification.json,1991,['POS']
task482_cls_french_books_classification.json,1966,['NEG']
task483_cls_french_dvd_classification.json,1968,['POS']
task484_cls_french_music_classification.json,1904,['NEG']
task485_cls_japanese_books_classification.json,1998,['POS']
task486_cls_japanese_dvd_classification.json,1997,['POS']
task487_cls_japanese_music_classification.json,1973,['POS']
task493_review_polarity_classification.json,6499,['Positive']
task495_semeval_headline_classification.json,6495,['Not Funny']
task498_scruples_anecdotes_whoiswrong_classification.json,3644,['NOBODY']
task512_twitter_emotion_classification.json,3429,['anger']
task513_argument_stance_classification.json,167,['in favor']
task514_argument_consequence_classification.json,172,['yes']
task517_emo_classify_emotion_of_dialogue.json,6478,['sad']
task521_trivia_question_classification.json,6492,['Literature']
task524_parsinlu_food_aspect_classification.json,1217,['no sentiment expressed']
task525_parsinlu_movie_aspect_classification.json,1125,['negative']
task526_parsinlu_movie_overal_classification.json,501,['mixed']
task527_parsinlu_food_overal_classification.json,1007,['very positive']
task532_europarl_en-es_classification.json,6443,['No']
task564_discofuse_classification.json,1000,['SINGLE_CATAPHORA']
task566_circa_classification.json,5476,['Yes']
task573_air_dialogue_classification.json,2635,['book']
task575_air_dialogue_classification.json,3954,['agent']
task577_curiosity_dialogs_classification.json,6011,['user']
task579_socialiqa_classification.json,6500,['No']
task585_preposition_classification.json,926,['about']
task586_amazonfood_polarity_classification.json,6500,['Negative']
task587_amazonfood_polarity_correction_classification.json,6370,['False']
task588_amazonfood_rating_classification.json,6499,['2']
task590_amazonfood_summary_correction_classification.json,6392,['True']
task607_sbic_intentional_offense_binary_classification.json,1731,['No']
task608_sbic_sexual_offense_binary_classification.json,3716,['No']
task609_sbic_potentially_offense_binary_classification.json,2946,['No']
task612_yorubabbc_classification.json,1908,['Africa']
task616_cola_classification.json,6500,['acceptable']
task629_dbpedia_14_classification.json,3000,['5']
task630_dbpedia_14_classification.json,1000,['No']
task632_dbpedia_14_classification.json,2000,['No']
task634_allegro_reviews_classification.json,1523,['neutral']
task638_multi_woz_classification.json,4580,['Answer: (A) User']
task640_esnli_classification.json,100,['neutral']
task641_esnli_classification.json,198,['C']
task642_esnli_classification.json,300,['yes']
task643_refresd_classification.json,400,['0']
task673_google_wellformed_query_classification.json,5318,['Good']
task679_hope_edi_english_text_classification.json,3837,['Not Hope Speech']
task680_hope_edi_tamil_text_classification.json,5431,['Hope Speech']
task681_hope_edi_malayalam_text_classification.json,1969,['Not Hope Speech']
task682_online_privacy_policy_text_classification.json,661,['User Choice/Control']
task738_perspectrum_classification.json,6401,['support']
task744_eurlex_classification.json,975,['Decision']
task746_yelp_restaurant_review_classification.json,1036,['positive']
task761_app_review_classification.json,297,['Negative']
task764_emea_bg_el_classification.json,163,['True']
task766_craigslist_bargains_classification.json,200,['rejected']
task767_craigslist_bargains_classification.json,1200,['bike']
task819_pec_sentiment_classification.json,76,['positive']
task831_giga_fren_classification.json,989,['no']
task832_poleval2019_mt_classification.json,978,['yes']
task833_poem_sentiment_classification.json,284,['positive']
task834_mathdataset_classification.json,3983,['measurement']
task838_cdt_classification.json,1698,['0']
task839_cdt_classification.json,6494,['Yes']
task843_financial_phrasebank_classification.json,1805,['positive']
task844_financial_phrasebank_classification.json,4837,['true']
task846_pubmedqa_classification.json,6500,['yes']
task848_pubmedqa_classification.json,6499,['1']
task854_hippocorpus_classification.json,120,['imagined']
task855_conv_ai_2_classification.json,119,['Bot']
task856_conv_ai_2_classification.json,118,['Human']
task875_emotion_classification.json,3229,['love']
task879_schema_guided_dstc8_classification.json,2305,['Yes']
task880_schema_guided_dstc8_classification.json,1341,['REQUEST_ALTS']
task881_schema_guided_dstc8_classification.json,1160,['Media']
task888_reviews_classification.json,500,['negative']
task889_goemotions_classification.json,500,['anger']
task890_gcwd_classification.json,198,['agrees']
task896_miam_language_classification.json,3204,['Spanish']
task900_freebase_qa_category_classification.json,6498,['film']
task902_deceptive_opinion_spam_classification.json,1590,['negative']
task903_deceptive_opinion_spam_classification.json,1590,['true']
task904_hate_speech_offensive_classification.json,6500,['Offensive']
task905_hate_speech_offensive_classification.json,6500,['true']
task910_bianet_classification.json,200,['Yes']
task912_bianet_classification.json,199,['English']
task923_event2mind_classifier.json,4499,['Positive']
task925_coached_conv_pref_classifier.json,498,['ASSISTANT']
task929_products_reviews_classification.json,6490,['Bad review']
task930_dailydialog_classification.json,200,['No']
task931_dailydialog_classification.json,200,['No']
task932_dailydialog_classification.json,200,['Yes']
task935_defeasible_nli_atomic_classification.json,6500,['strengthener']
task936_defeasible_nli_snli_classification.json,6500,['weakener']
task937_defeasible_nli_social_classification.json,6499,['strengthener']
task974_prachathai67k_sentiment_classification.json,350,['positive']
task975_prachathai67k_same_genre_classification.json,350,['yes']
